ASSA,4108.37
SURA,1244.54
VIVIR,424.53
INTERNACIONAL,1043.01
FEDPA,1754.25
ANCON,1295.97
BANESCO,36.65
REGIONAL,511.92
OPTIMA,172.59
ACERTA,89.39
